📺央视频道,#genre#
CCTV1,http://39.135.133.157/wh7f454c46tw2037044632_2010184924/ottrrs.hl.chinamobile.com/TVOD/88888888/224/3221226016/index.m3u8?icpid=88888888&RTS=1736916876&from=23&hms_devid=1247&vqe=3
CCTV1,http://39.135.133.157/wh7f454c46tw2037044632_2010184924/ottrrs.hl.chinamobile.com/TVOD/88888888/224/3221226559/index.m3u8?icpid=88888888&RTS=1736916876&from=23&hms_devid=1247&vqe=3
CCTV1,http://39.134.65.141/PLTV/88888888/224/3221225816/1.m3u8
CCTV1,http://39.134.67.108/PLTV/88888888/224/3221225816/1.m3u8
CCTV1,http://39.134.65.175/PLTV/88888888/224/3221225816/1.m3u8
CCTV1,http://39.134.65.198/PLTV/88888888/224/3221225816/1.m3u8
CCTV1,http://39.134.65.200/PLTV/88888888/224/3221225816/1.m3u8
CCTV1,http://39.134.65.211/PLTV/88888888/224/3221225816/1.m3u8
CCTV1,http://39.134.65.213/PLTV/88888888/224/3221225816/1.m3u8
CCTV1,http://39.134.65.239/PLTV/88888888/224/3221225816/1.m3u8
CCTV2,http://39.134.67.108/PLTV/88888888/224/3221225599/1.m3u8
CCTV2,http://39.134.65.175/PLTV/88888888/224/3221225599/1.m3u8
CCTV2,http://39.134.65.194/PLTV/88888888/224/3221225599/1.m3u8
CCTV2,http://39.134.65.196/PLTV/88888888/224/3221225599/1.m3u8
CCTV2,http://39.134.65.207/PLTV/88888888/224/3221225599/1.m3u8
CCTV2,http://39.134.65.209/PLTV/88888888/224/3221225599/1.m3u8
CCTV2,http://39.134.65.211/PLTV/88888888/224/3221225599/1.m3u8
CCTV2,http://39.134.65.213/PLTV/88888888/224/3221225599/1.m3u8
CCTV2,http://39.134.65.215/PLTV/88888888/224/3221225599/1.m3u8
CCTV2,http://39.134.65.239/PLTV/88888888/224/3221225599/1.m3u8
CCTV3,http://39.135.133.157/wh7f454c46tw2037044632_2010184924/ottrrs.hl.chinamobile.com/TVOD/88888888/224/3221226021/index.m3u8?icpid=88888888&RTS=1736916876&from=23&hms_devid=1247&vqe=3
CCTV3,http://39.134.65.141/PLTV/88888888/224/3221225799/1.m3u8
CCTV3,http://39.134.67.108/PLTV/88888888/224/3221225799/1.m3u8
CCTV3,http://39.134.65.175/PLTV/88888888/224/3221225799/1.m3u8
CCTV3,http://39.134.65.194/PLTV/88888888/224/3221225799/1.m3u8
CCTV3,http://39.134.65.196/PLTV/88888888/224/3221225799/1.m3u8
CCTV3,http://39.134.65.207/PLTV/88888888/224/3221225799/1.m3u8
CCTV3,http://39.134.65.211/PLTV/88888888/224/3221225799/1.m3u8
CCTV3,http://39.134.65.213/PLTV/88888888/224/3221225799/1.m3u8
CCTV3,http://39.134.65.215/PLTV/88888888/224/3221225799/1.m3u8
CCTV4,http://39.135.133.157/wh7f454c46tw2037044632_2010184924/ottrrs.hl.chinamobile.com/TVOD/88888888/224/3221226007/index.m3u8?icpid=88888888&RTS=1736916876&from=23&hms_devid=1247&vqe=3
CCTV4,http://39.134.65.141/PLTV/88888888/224/3221226092/1.m3u8
CCTV4,http://39.134.67.108/PLTV/88888888/224/3221225797/1.m3u8
CCTV4,http://39.134.65.175/PLTV/88888888/224/3221225797/1.m3u8
CCTV4,http://39.134.67.110/PLTV/88888888/224/3221226092/1.m3u8
CCTV4,http://39.135.129.164/hwottcdn.ln.chinamobile.com/PLTV/88888888/224/3221226899/index.m3u8
CCTV4,http://39.135.129.166/hwottcdn.ln.chinamobile.com/PLTV/88888888/224/3221226899/index.m3u8
CCTV4,http://39.134.65.194/PLTV/88888888/224/3221225797/1.m3u8
CCTV4,http://39.134.65.196/PLTV/88888888/224/3221225797/1.m3u8
CCTV4,http://39.134.65.207/PLTV/88888888/224/3221225797/1.m3u8
CCTV5,http://39.135.133.157/wh7f454c46tw2037044632_2010184924/ottrrs.hl.chinamobile.com/TVOD/88888888/224/3221226019/index.m3u8?icpid=88888888&RTS=1736916876&from=23&hms_devid=1247&vqe=3
CCTV5,http://39.134.65.141/PLTV/88888888/224/3221225818/1.m3u8
CCTV5,http://39.134.67.108/PLTV/88888888/224/3221225818/1.m3u8
CCTV5,http://39.134.65.175/PLTV/88888888/224/3221225818/1.m3u8
CCTV5,http://39.134.65.194/PLTV/88888888/224/3221225818/1.m3u8
CCTV5,http://39.134.65.198/PLTV/88888888/224/3221225818/1.m3u8
CCTV5,http://39.134.65.207/PLTV/88888888/224/3221225818/1.m3u8
CCTV5,http://39.134.65.209/PLTV/88888888/224/3221225818/1.m3u8
CCTV5,http://39.134.65.211/PLTV/88888888/224/3221225818/1.m3u8
CCTV5,http://39.134.65.213/PLTV/88888888/224/3221225818/1.m3u8
CCTV5+,http://39.135.133.157/wh7f454c46tw2037044632_2010184924/ottrrs.hl.chinamobile.com/TVOD/88888888/224/3221225603/index.m3u8?icpid=88888888&RTS=1736916876&from=23&hms_devid=1247&vqe=3
CCTV5+,http://39.134.65.141/PLTV/88888888/224/3221225507/1.m3u8
CCTV5+,http://39.134.67.108/PLTV/88888888/224/3221225507/1.m3u8
CCTV5+,http://39.134.65.175/PLTV/88888888/224/3221225507/1.m3u8
CCTV5+,http://39.134.65.194/PLTV/88888888/224/3221225507/1.m3u8
CCTV5+,http://39.134.65.196/PLTV/88888888/224/3221225507/1.m3u8
CCTV5+,http://39.134.65.207/PLTV/88888888/224/3221225507/1.m3u8
CCTV5+,http://39.134.65.209/PLTV/88888888/224/3221225507/1.m3u8
CCTV5+,http://39.134.65.211/PLTV/88888888/224/3221225507/1.m3u8
CCTV5+,http://39.134.65.213/PLTV/88888888/224/3221225507/1.m3u8
CCTV6,http://39.135.133.157/wh7f454c46tw2037044632_2010184924/ottrrs.hl.chinamobile.com/TVOD/88888888/224/3221226010/index.m3u8?icpid=88888888&RTS=1736916876&from=23&hms_devid=1247&vqe=3
CCTV6,http://39.134.65.141/PLTV/88888888/224/3221225814/1.m3u8
CCTV6,http://39.134.67.108/PLTV/88888888/224/3221225814/1.m3u8
CCTV6,http://39.134.65.175/PLTV/88888888/224/3221225814/1.m3u8
CCTV6,http://39.134.65.196/PLTV/88888888/224/3221225814/1.m3u8
CCTV6,http://39.134.65.200/PLTV/88888888/224/3221225814/1.m3u8
CCTV6,http://39.134.65.207/PLTV/88888888/224/3221225814/1.m3u8
CCTV6,http://39.134.65.209/PLTV/88888888/224/3221225814/1.m3u8
CCTV6,http://39.134.65.211/PLTV/88888888/224/3221225814/1.m3u8
CCTV6,http://39.134.65.213/PLTV/88888888/224/3221225814/1.m3u8
CCTV7,http://39.135.133.157/wh7f454c46tw2037044632_2010184924/ottrrs.hl.chinamobile.com/TVOD/88888888/224/3221225733/index.m3u8?icpid=88888888&RTS=1736916876&from=23&hms_devid=1247&vqe=3
CCTV7,http://39.134.65.141/PLTV/88888888/224/3221225671/1.m3u8
CCTV7,http://39.134.67.108/PLTV/88888888/224/3221225671/1.m3u8
CCTV7,http://39.134.65.175/PLTV/88888888/224/3221225671/1.m3u8
CCTV7,http://39.134.65.194/PLTV/88888888/224/3221225671/1.m3u8
CCTV7,http://39.134.65.200/PLTV/88888888/224/3221225671/1.m3u8
CCTV7,http://39.134.65.207/PLTV/88888888/224/3221225671/1.m3u8
CCTV7,http://39.134.65.209/PLTV/88888888/224/3221225671/1.m3u8
CCTV7,http://39.134.65.211/PLTV/88888888/224/3221225671/1.m3u8
CCTV7,http://39.134.65.213/PLTV/88888888/224/3221225671/1.m3u8
CCTV8,http://39.135.133.157/wh7f454c46tw2037044632_2010184924/ottrrs.hl.chinamobile.com/TVOD/88888888/224/3221226008/index.m3u8?icpid=88888888&RTS=1736916876&from=23&hms_devid=1247&vqe=3
CCTV8,http://39.134.65.141/PLTV/88888888/224/3221225795/1.m3u8
CCTV8,http://39.134.67.108/PLTV/88888888/224/3221225795/1.m3u8
CCTV8,http://39.134.65.175/PLTV/88888888/224/3221225795/1.m3u8
CCTV8,http://39.134.65.196/PLTV/88888888/224/3221225795/1.m3u8
CCTV8,http://39.134.65.200/PLTV/88888888/224/3221225795/1.m3u8
CCTV8,http://39.134.65.207/PLTV/88888888/224/3221225795/1.m3u8
CCTV8,http://39.134.65.209/PLTV/88888888/224/3221225795/1.m3u8
CCTV8,http://39.134.65.211/PLTV/88888888/224/3221225795/1.m3u8
CCTV8,http://39.134.65.213/PLTV/88888888/224/3221225795/1.m3u8
CCTV9,http://39.135.133.157/wh7f454c46tw2037044632_2010184924/ottrrs.hl.chinamobile.com/TVOD/88888888/224/3221225734/index.m3u8?icpid=88888888&RTS=1736916876&from=23&hms_devid=1247&vqe=3
CCTV9,http://39.134.65.141/PLTV/88888888/224/3221225676/1.m3u8
CCTV9,http://39.134.67.108/PLTV/88888888/224/3221225676/1.m3u8
CCTV9,http://39.134.65.175/PLTV/88888888/224/3221225676/1.m3u8
